generation,s-type,s-value, isActive
3,6,0.000000,1
3,7,0.000000,1
3,1,0.000000,1
3,2,0.000000,1
3,3,0.000000,1
3,4,0.015474,1
3,5,0.000000,1
3,6,0.000000,1
3,7,0.000000,1
3,1,0.000000,1
3,2,0.000000,1
3,3,0.000000,1
3,4,0.015474,1
3,5,0.000000,1
3,6,0.000000,1
3,7,0.000000,1
4,1,0.000000,1
4,2,0.000000,1
4,3,0.000000,1
4,4,0.015474,1
4,5,0.000000,1
4,6,0.000000,1
4,7,0.000000,1
4,1,0.000000,1
4,2,0.000000,1
4,3,0.000000,1
4,4,0.015474,1
4,5,0.000000,1
4,6,0.000000,1
4,7,0.000000,1
4,1,0.000000,1
4,2,0.000000,1
4,3,0.000000,1
4,4,0.015474,1
4,5,0.000000,1
4,6,0.000000,1
4,7,0.000000,1
4,1,0.000000,1
4,2,0.000000,1
4,3,0.000000,1
4,4,0.015474,1
4,5,0.000000,1
4,6,0.000000,1
4,7,0.000000,1
5,1,0.000000,1
5,2,0.000000,1
5,3,0.159547,1
5,4,0.015474,1
5,5,0.000000,1
5,6,0.000000,1
5,7,0.000000,1
5,1,0.000000,1
5,2,0.000000,1
5,3,0.159547,1
5,4,0.015474,1
5,5,0.000000,1
5,6,0.000000,1
5,7,0.000000,1
5,1,0.000000,1
5,2,0.000000,1
5,3,0.159547,1
5,4,0.015474,1
5,5,0.000000,1
5,6,0.000000,1
5,7,0.000000,1
5,1,0.000000,1
5,2,0.000000,1
5,3,0.159547,1
5,4,0.015474,1
5,5,0.000000,1
5,6,0.000000,1
5,7,0.000000,1
6,1,0.034580,1
6,2,0.000000,1
6,3,0.159547,1
6,4,0.015474,1
6,5,0.000000,1
6,6,0.000000,1
6,7,0.000000,1
6,1,0.034580,1
6,2,0.000000,1
6,3,0.159547,1
6,4,0.015474,1
6,5,0.000000,1
6,6,0.000000,1
6,7,0.000000,1
6,1,0.034580,1
6,2,0.000000,1
6,3,0.159547,1
6,4,0.015474,1
6,5,0.000000,1
6,6,0.000000,1
6,7,0.000000,1
6,1,0.034580,1
6,2,0.000000,1
6,3,0.159547,1
6,4,0.015474,1
6,5,0.000000,1
6,6,0.000000,1
6,7,0.000000,1
7,1,0.034580,1
7,2,0.000000,1
7,3,0.159547,1
7,4,0.015474,1
7,5,0.000000,1
7,6,0.000000,1
7,7,0.000000,1
7,1,0.034580,1
7,2,0.000000,1
7,3,0.159547,1
7,4,0.015474,1
7,5,0.000000,1
7,6,0.000000,1
7,7,0.000000,1
7,1,0.034580,1
7,2,0.000000,1
7,3,0.159547,1
7,4,0.015474,1
7,5,0.000000,1
7,6,0.000000,1
7,7,0.000000,1
7,1,0.034580,1
7,2,0.000000,1
7,3,0.159547,1
7,4,0.015474,1
7,5,0.000000,1
7,6,0.000000,1
7,7,0.000000,1
8,1,0.034580,1
8,2,0.000000,1
8,3,0.159547,1
8,4,0.015474,1
8,5,0.000000,1
8,6,0.000000,1
8,7,0.000000,1
8,1,0.034580,1
8,2,0.000000,1
8,3,0.159547,1
8,4,0.015474,1
8,5,0.000000,1
8,6,0.000000,1
8,7,0.000000,1
8,1,0.034580,1
8,2,0.000000,1
8,3,0.159547,1
8,4,0.015474,1
8,5,0.000000,1
8,6,0.000000,1
8,7,0.000000,1
8,1,0.034580,1
8,2,0.000000,1
8,3,0.159547,1
8,4,0.015474,1
8,5,0.000000,1
8,6,0.000000,1
8,7,0.000000,1
9,1,0.034580,1
9,2,0.141638,1
9,3,0.159547,1
9,4,0.015474,1
9,5,0.000000,1
9,6,0.000000,1
9,7,0.000000,1
9,1,0.034580,1
9,2,0.141638,1
9,3,0.159547,1
9,4,0.015474,1
9,5,0.000000,1
9,6,0.000000,1
9,7,0.000000,1
9,1,0.034580,1
9,2,0.141638,1
9,3,0.159547,1
9,4,0.015474,1
9,5,0.000000,1
9,6,0.000000,1
9,7,0.000000,1
9,1,0.034580,1
9,2,0.141638,1
9,3,0.159547,1
9,4,0.015474,1
9,5,0.000000,1
9,6,0.000000,1
9,7,0.000000,1
10,1,0.034580,1
10,2,0.141638,1
10,3,0.159547,1
10,4,0.015474,1
10,5,0.000000,1
10,6,0.000000,1
10,7,0.000000,1
10,1,0.034580,1
10,2,0.141638,1
10,3,0.159547,1
10,4,0.015474,1
10,5,0.000000,1
10,6,0.000000,1
10,7,0.000000,1
10,1,0.034580,1
10,2,0.141638,1
10,3,0.159547,1
10,4,0.015474,1
10,5,0.000000,1
10,6,0.000000,1
10,7,0.000000,1
10,1,0.034580,1
10,2,0.141638,1
10,3,0.159547,1
10,4,0.015474,1
10,5,0.000000,1
10,6,0.000000,1
10,7,0.000000,1
11,1,0.034580,1
11,2,0.141638,1
11,3,0.159547,1
11,4,0.015474,1
11,5,0.000000,1
11,6,0.000000,1
11,7,0.000000,1
11,1,0.034580,1
11,2,0.141638,1
11,3,0.159547,1
11,4,0.015474,1
11,5,0.000000,1
11,6,0.000000,1
11,7,0.000000,1
11,1,0.034580,1
11,2,0.141638,1
11,3,0.159547,1
11,4,0.015474,1
11,5,0.000000,1
11,6,0.000000,1
11,7,0.000000,1
11,1,0.034580,1
11,2,0.141638,1
11,3,0.159547,1
11,4,0.015474,1
11,5,0.000000,1
11,6,0.000000,1
11,7,0.000000,1
12,1,0.034580,1
12,2,0.141638,1
12,3,0.159547,1
12,4,0.015474,1
12,5,0.000000,1
12,6,0.000000,1
12,7,0.000000,1
12,1,0.034580,1
12,2,0.141638,1
12,3,0.159547,1
12,4,0.015474,1
12,5,0.000000,1
12,6,0.000000,1
12,7,0.000000,1
12,1,0.034580,1
12,2,0.141638,1
12,3,0.159547,1
12,4,0.015474,1
12,5,0.000000,1
12,6,0.000000,1
12,7,0.000000,1
12,1,0.034580,1
12,2,0.141638,1
12,3,0.159547,1
12,4,0.015474,1
12,5,0.000000,1
12,6,0.000000,1
12,7,0.000000,1
13,1,0.034580,1
13,2,0.141638,1
13,3,0.159547,1
13,4,0.015474,1
13,5,0.000000,1
13,6,0.000000,1
13,7,0.000000,1
13,1,0.034580,1
13,2,0.141638,1
13,3,0.159547,1
13,4,0.015474,1
13,5,0.000000,1
13,6,0.000000,1
13,7,0.000000,1
13,1,0.034580,1
13,2,0.141638,1
13,3,0.159547,1
13,4,0.015474,1
13,5,0.000000,1
13,6,0.000000,1
13,7,0.000000,1
13,1,0.034580,1
13,2,0.141638,1
13,3,0.159547,1
13,4,0.015474,1
13,5,0.000000,1
13,6,0.000000,1
13,7,0.000000,1
14,1,0.034580,1
14,2,0.080110,1
14,3,0.159547,1
14,4,0.015474,1
14,5,0.000000,1
14,6,0.000000,1
14,7,0.000000,1
14,1,0.034580,1
14,2,0.080110,1
14,3,0.159547,1
14,4,0.015474,1
14,5,0.000000,1
14,6,0.000000,1
14,7,0.000000,1
14,1,0.034580,1
14,2,0.080110,1
14,3,0.159547,1
14,4,0.015474,1
14,5,0.000000,1
14,6,0.000000,1
14,7,0.000000,1
14,1,0.034580,1
14,2,0.080110,1
14,3,0.159547,1
14,4,0.015474,1
14,5,0.000000,1
14,6,0.000000,1
14,7,0.000000,1
15,1,0.034580,1
15,2,0.080110,1
15,3,0.063222,1
15,4,0.015474,1
15,5,0.000000,1
15,6,0.000000,1
15,7,0.000000,1
15,1,0.034580,1
15,2,0.080110,1
15,3,0.063222,1
15,4,0.015474,1
15,5,0.000000,1
15,6,0.000000,1
15,7,0.000000,1
15,1,0.034580,1
15,2,0.080110,1
15,3,0.063222,1
15,4,0.015474,1
15,5,0.000000,1
15,6,0.000000,1
15,7,0.000000,1
15,1,0.034580,1
15,2,0.080110,1
15,3,0.063222,1
15,4,0.015474,1
15,5,0.000000,1
15,6,0.000000,1
15,7,0.000000,1
16,1,0.034580,1
16,2,0.080110,1
16,3,0.063222,1
16,4,0.015474,1
16,5,0.000000,1
16,6,0.000000,1
16,7,0.000000,1
16,1,0.034580,1
16,2,0.080110,1
16,3,0.063222,1
16,4,0.015474,1
16,5,0.000000,1
16,6,0.000000,1
16,7,0.000000,1
16,1,0.034580,1
16,2,0.080110,1
16,3,0.063222,1
16,4,0.015474,1
16,5,0.000000,1
16,6,0.000000,1
16,7,0.000000,1
16,1,0.034580,1
16,2,0.080110,1
16,3,0.063222,1
16,4,0.015474,1
16,5,0.000000,1
16,6,0.000000,1
16,7,0.000000,1
17,1,0.034580,1
17,2,0.080110,1
17,3,0.063222,1
17,4,0.015474,1
17,5,0.000000,1
17,6,0.000000,1
17,7,0.000000,1
17,1,0.034580,1
17,2,0.080110,1
17,3,0.063222,1
17,4,0.015474,1
17,5,0.000000,1
17,6,0.000000,1
17,7,0.000000,1
17,1,0.034580,1
17,2,0.080110,1
17,3,0.063222,1
17,4,0.015474,1
17,5,0.000000,1
17,6,0.000000,1
17,7,0.000000,1
17,1,0.034580,1
17,2,0.080110,1
17,3,0.063222,1
17,4,0.015474,1
17,5,0.000000,1
17,6,0.000000,1
17,7,0.000000,1
18,1,0.034580,1
18,2,0.080110,1
18,3,0.063222,1
18,4,0.015474,1
18,5,0.026456,1
18,6,0.000000,1
18,7,0.000000,1
18,1,0.034580,1
18,2,0.080110,1
18,3,0.063222,1
18,4,0.015474,1
18,5,0.026456,1
18,6,0.000000,1
18,7,0.000000,1
18,1,0.034580,1
18,2,0.080110,1
18,3,0.063222,1
18,4,0.015474,1
18,5,0.026456,1
18,6,0.000000,1
18,7,0.000000,1
18,1,0.034580,1
18,2,0.080110,1
18,3,0.063222,1
18,4,0.015474,1
18,5,0.026456,1
18,6,0.000000,1
18,7,0.000000,1
19,1,0.034580,1
19,2,0.080110,1
19,3,0.063222,1
19,4,0.015474,1
19,5,0.026456,1
19,6,0.000000,1
19,7,0.000000,1
19,1,0.034580,1
19,2,0.080110,1
19,3,0.063222,1
19,4,0.015474,1
19,5,0.026456,1
19,6,0.000000,1
19,7,0.000000,1
19,1,0.034580,1
19,2,0.080110,1
19,3,0.063222,1
19,4,0.015474,1
19,5,0.026456,1
19,6,0.000000,1
19,7,0.000000,1
19,1,0.034580,1
19,2,0.080110,1
19,3,0.063222,1
19,4,0.015474,1
19,5,0.026456,1
19,6,0.000000,1
19,7,0.000000,1
20,1,0.034580,1
20,2,0.080110,1
20,3,0.089559,1
20,4,0.015474,1
20,5,0.026456,1
20,6,0.000000,1
20,7,0.000000,1
20,1,0.034580,1
20,2,0.080110,1
20,3,0.089559,1
20,4,0.015474,1
20,5,0.026456,1
20,6,0.000000,1
20,7,0.000000,1
20,1,0.034580,1
20,2,0.080110,1
20,3,0.089559,1
20,4,0.015474,1
20,5,0.026456,1
20,6,0.000000,1
20,7,0.000000,1
20,1,0.034580,1
20,2,0.080110,1
20,3,0.089559,1
20,4,0.015474,1
20,5,0.026456,1
20,6,0.000000,1
20,7,0.000000,1
21,1,0.034580,1
21,2,0.080110,1
21,3,0.089559,1
21,4,0.015474,1
21,5,0.097802,1
21,6,0.000000,1
21,7,0.000000,1
21,1,0.034580,1
21,2,0.080110,1
21,3,0.089559,1
21,4,0.015474,1
21,5,0.097802,1
21,6,0.000000,1
21,7,0.000000,1
21,1,0.034580,1
21,2,0.080110,1
21,3,0.089559,1
21,4,0.015474,1
21,5,0.097802,1
21,6,0.000000,1
21,7,0.000000,1
21,1,0.034580,1
21,2,0.080110,1
21,3,0.089559,1
21,4,0.015474,1
21,5,0.097802,1
21,6,0.000000,1
21,7,0.000000,1
22,1,0.034580,1
22,2,0.080110,1
22,3,0.089559,1
22,4,0.015474,1
22,5,0.097802,1
22,6,0.000000,1
22,7,0.000000,1
22,1,0.034580,1
22,2,0.080110,1
22,3,0.089559,1
22,4,0.015474,1
22,5,0.097802,1
22,6,0.000000,1
22,7,0.000000,1
22,1,0.034580,1
22,2,0.080110,1
22,3,0.089559,1
22,4,0.015474,1
22,5,0.097802,1
22,6,0.000000,1
22,7,0.000000,1
22,1,0.034580,1
22,2,0.080110,1
22,3,0.089559,1
22,4,0.015474,1
22,5,0.097802,1
22,6,0.000000,1
22,7,0.000000,1
23,1,0.034580,1
23,2,0.080110,1
23,3,0.089559,1
23,4,0.015474,1
23,5,0.097802,1
23,6,0.000000,1
23,7,0.000000,1
23,1,0.034580,1
23,2,0.080110,1
23,3,0.089559,1
23,4,0.015474,1
23,5,0.097802,1
23,6,0.000000,1
23,7,0.000000,1
23,1,0.034580,1
23,2,0.080110,1
23,3,0.089559,1
23,4,0.015474,1
23,5,0.097802,1
23,6,0.000000,1
23,7,0.000000,1
23,1,0.034580,1
23,2,0.080110,1
23,3,0.089559,1
23,4,0.015474,1
23,5,0.097802,1
23,6,0.000000,1
23,7,0.000000,1
24,1,0.034580,1
24,2,0.080110,1
24,3,0.089559,1
24,4,0.015474,1
24,5,0.097802,1
24,6,0.000000,1
24,7,0.000000,1
24,1,0.034580,1
24,2,0.080110,1
24,3,0.089559,1
24,4,0.015474,1
24,5,0.097802,1
24,6,0.000000,1
24,7,0.000000,1
24,1,0.034580,1
24,2,0.080110,1
24,3,0.089559,1
24,4,0.015474,1
24,5,0.097802,1
24,6,0.000000,1
24,7,0.000000,1
24,1,0.034580,1
24,2,0.080110,1
24,3,0.089559,1
24,4,0.015474,1
24,5,0.097802,1
24,6,0.000000,1
24,7,0.000000,1
25,1,0.034580,1
25,2,0.080110,1
25,3,0.089559,1
25,4,0.015474,1
25,5,0.097802,1
25,6,0.000000,1
25,7,0.000000,1
25,1,0.034580,1
25,2,0.080110,1
25,3,0.089559,1
25,4,0.015474,1
25,5,0.097802,1
25,6,0.000000,1
25,7,0.000000,1
25,1,0.034580,1
25,2,0.080110,1
25,3,0.089559,1
25,4,0.015474,1
25,5,0.097802,1
25,6,0.000000,1
25,7,0.000000,1
25,1,0.034580,1
25,2,0.080110,1
25,3,0.089559,1
25,4,0.015474,1
25,5,0.097802,1
25,6,0.000000,1
25,7,0.000000,1
26,1,0.034580,1
26,2,0.080110,1
26,3,0.089559,1
26,4,0.079316,1
26,5,0.097802,1
26,6,0.000000,1
26,7,0.000000,1
26,1,0.034580,1
26,2,0.080110,1
26,3,0.089559,1
26,4,0.079316,1
26,5,0.097802,1
26,6,0.000000,1
26,7,0.000000,1
26,1,0.034580,1
26,2,0.080110,1
26,3,0.089559,1
26,4,0.079316,1
26,5,0.097802,1
26,6,0.000000,1
26,7,0.000000,1
26,1,0.034580,1
26,2,0.080110,1
26,3,0.089559,1
26,4,0.079316,1
26,5,0.097802,1
26,6,0.000000,1
26,7,0.000000,1
27,1,0.034580,1
27,2,0.080110,1
27,3,0.089559,1
27,4,0.079316,1
27,5,0.097802,1
27,6,0.000000,1
27,7,0.000000,1
27,1,0.034580,1
27,2,0.080110,1
27,3,0.089559,1
27,4,0.079316,1
27,5,0.097802,1
27,6,0.000000,1
27,7,0.000000,1
27,1,0.034580,1
27,2,0.080110,1
27,3,0.089559,1
27,4,0.079316,1
27,5,0.097802,1
27,6,0.000000,1
27,7,0.000000,1
27,1,0.034580,1
27,2,0.080110,1
27,3,0.089559,1
27,4,0.079316,1
27,5,0.097802,1
27,6,0.000000,1
27,7,0.000000,1
28,1,0.034580,1
28,2,0.080110,1
28,3,0.089559,1
28,4,0.079316,1
28,5,0.097802,1
28,6,0.000000,1
28,7,0.000000,1
28,1,0.034580,1
28,2,0.080110,1
28,3,0.089559,1
28,4,0.079316,1
28,5,0.097802,1
28,6,0.000000,1
28,7,0.000000,1
28,1,0.034580,1
28,2,0.080110,1
28,3,0.089559,1
28,4,0.079316,1
28,5,0.097802,1
28,6,0.000000,1
28,7,0.000000,1
28,1,0.034580,1
28,2,0.080110,1
28,3,0.089559,1
28,4,0.079316,1
28,5,0.097802,1
28,6,0.000000,1
28,7,0.000000,1
29,1,0.034580,1
29,2,0.080110,1
29,3,0.089559,1
29,4,0.079316,1
29,5,0.097802,1
29,6,0.000000,1
29,7,0.000000,1
29,1,0.034580,1
29,2,0.080110,1
29,3,0.089559,1
29,4,0.079316,1
29,5,0.097802,1
29,6,0.000000,1
29,7,0.000000,1
29,1,0.034580,1
29,2,0.080110,1
29,3,0.089559,1
29,4,0.079316,1
29,5,0.097802,1
29,6,0.000000,1
29,7,0.000000,1
29,1,0.034580,1
29,2,0.080110,1
29,3,0.089559,1
29,4,0.079316,1
29,5,0.097802,1
29,6,0.000000,1
29,7,0.000000,1
30,1,0.034580,1
30,2,0.080110,1
30,3,0.089559,1
30,4,0.079316,1
30,5,0.097802,1
30,6,0.000000,1
30,7,0.000000,1
30,1,0.034580,1
30,2,0.080110,1
30,3,0.089559,1
30,4,0.079316,1
30,5,0.097802,1
30,6,0.000000,1
30,7,0.000000,1
30,1,0.034580,1
30,2,0.080110,1
30,3,0.089559,1
30,4,0.079316,1
30,5,0.097802,1
30,6,0.000000,1
30,7,0.000000,1
30,1,0.034580,1
30,2,0.080110,1
30,3,0.089559,1
30,4,0.079316,1
30,5,0.097802,1
30,6,0.000000,1
30,7,0.000000,1
31,1,0.034580,1
31,2,0.080110,1
31,3,0.089559,1
31,4,0.079316,1
31,5,0.097802,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.034580,1
31,2,0.080110,1
31,3,0.089559,1
31,4,0.079316,1
31,5,0.097802,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.034580,1
31,2,0.080110,1
31,3,0.089559,1
31,4,0.079316,1
31,5,0.097802,1
31,6,0.000000,1
31,7,0.000000,1
31,1,0.034580,1
31,2,0.080110,1
31,3,0.089559,1
31,4,0.079316,1
31,5,0.097802,1
31,6,0.000000,1
31,7,0.000000,1
32,1,0.034580,1
32,2,0.080110,1
32,3,0.089559,1
32,4,0.079316,1
32,5,0.097802,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.034580,1
32,2,0.080110,1
32,3,0.089559,1
32,4,0.079316,1
32,5,0.097802,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.034580,1
32,2,0.080110,1
32,3,0.089559,1
32,4,0.079316,1
32,5,0.097802,1
32,6,0.000000,1
32,7,0.000000,1
32,1,0.034580,1
32,2,0.080110,1
32,3,0.089559,1
32,4,0.079316,1
32,5,0.097802,1
32,6,0.000000,1
32,7,0.000000,1
33,1,0.034580,1
33,2,0.080110,1
33,3,0.089559,1
33,4,0.079316,1
33,5,0.097802,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.034580,1
33,2,0.080110,1
33,3,0.089559,1
33,4,0.079316,1
33,5,0.097802,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.034580,1
33,2,0.080110,1
33,3,0.089559,1
33,4,0.079316,1
33,5,0.097802,1
33,6,0.000000,1
33,7,0.000000,1
33,1,0.034580,1
33,2,0.080110,1
33,3,0.089559,1
33,4,0.079316,1
33,5,0.097802,1
33,6,0.000000,1
33,7,0.000000,1
34,1,0.046620,1
34,2,0.080110,1
34,3,0.089559,1
34,4,0.079316,1
34,5,0.097802,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.046620,1
34,2,0.080110,1
34,3,0.089559,1
34,4,0.079316,1
34,5,0.097802,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.046620,1
34,2,0.080110,1
34,3,0.089559,1
34,4,0.079316,1
34,5,0.097802,1
34,6,0.000000,1
34,7,0.000000,1
34,1,0.046620,1
34,2,0.080110,1
34,3,0.089559,1
34,4,0.079316,1
34,5,0.097802,1
34,6,0.000000,1
34,7,0.000000,1
35,1,0.046620,1
35,2,0.080110,1
35,3,0.089559,1
35,4,0.079316,1
35,5,0.097802,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.046620,1
35,2,0.080110,1
35,3,0.089559,1
35,4,0.079316,1
35,5,0.097802,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.046620,1
35,2,0.080110,1
35,3,0.089559,1
35,4,0.079316,1
35,5,0.097802,1
35,6,0.000000,1
35,7,0.000000,1
35,1,0.046620,1
35,2,0.080110,1
35,3,0.089559,1
35,4,0.079316,1
35,5,0.097802,1
35,6,0.000000,1
35,7,0.000000,1
36,1,0.046620,1
36,2,0.080110,1
36,3,0.089559,1
36,4,0.079316,1
36,5,0.097802,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.046620,1
36,2,0.080110,1
36,3,0.089559,1
36,4,0.079316,1
36,5,0.097802,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.046620,1
36,2,0.080110,1
36,3,0.089559,1
36,4,0.079316,1
36,5,0.097802,1
36,6,0.000000,1
36,7,0.000000,1
36,1,0.046620,1
36,2,0.080110,1
36,3,0.089559,1
36,4,0.079316,1
36,5,0.097802,1
36,6,0.000000,1
36,7,0.000000,1
37,1,0.046620,1
37,2,0.080110,1
37,3,0.089559,1
37,4,0.079316,1
37,5,0.097802,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.046620,1
37,2,0.080110,1
37,3,0.089559,1
37,4,0.079316,1
37,5,0.097802,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.046620,1
37,2,0.080110,1
37,3,0.089559,1
37,4,0.079316,1
37,5,0.097802,1
37,6,0.000000,1
37,7,0.000000,1
37,1,0.046620,1
37,2,0.080110,1
37,3,0.089559,1
37,4,0.079316,1
37,5,0.097802,1
37,6,0.000000,1
37,7,0.000000,1
38,1,0.000126,1
38,2,0.080110,1
38,3,0.089559,1
38,4,0.079316,1
38,5,0.097802,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.000126,1
38,2,0.080110,1
38,3,0.089559,1
38,4,0.079316,1
38,5,0.097802,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.000126,1
38,2,0.080110,1
38,3,0.089559,1
38,4,0.079316,1
38,5,0.097802,1
38,6,0.000000,1
38,7,0.000000,1
38,1,0.000126,1
38,2,0.080110,1
38,3,0.089559,1
38,4,0.079316,1
38,5,0.097802,1
38,6,0.000000,1
38,7,0.000000,1
39,1,0.000126,1
39,2,0.177311,1
39,3,0.089559,1
39,4,0.079316,1
39,5,0.097802,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.000126,1
39,2,0.177311,1
39,3,0.089559,1
39,4,0.079316,1
39,5,0.097802,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.000126,1
39,2,0.177311,1
39,3,0.089559,1
39,4,0.079316,1
39,5,0.097802,1
39,6,0.000000,1
39,7,0.000000,1
39,1,0.000126,1
39,2,0.177311,1
39,3,0.089559,1
39,4,0.079316,1
39,5,0.097802,1
39,6,0.000000,1
39,7,0.000000,1
40,1,0.000126,1
40,2,0.177311,1
40,3,0.089559,1
40,4,0.079316,1
40,5,0.097802,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.000126,1
40,2,0.177311,1
40,3,0.089559,1
40,4,0.079316,1
40,5,0.097802,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.000126,1
40,2,0.177311,1
40,3,0.089559,1
40,4,0.079316,1
40,5,0.097802,1
40,6,0.000000,1
40,7,0.000000,1
40,1,0.000126,1
40,2,0.177311,1
40,3,0.089559,1
40,4,0.079316,1
40,5,0.097802,1
40,6,0.000000,1
40,7,0.000000,1
41,1,0.000126,1
41,2,0.177311,1
41,3,0.089559,1
41,4,0.079316,1
41,5,0.097802,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.000126,1
41,2,0.177311,1
41,3,0.089559,1
41,4,0.079316,1
41,5,0.097802,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.000126,1
41,2,0.177311,1
41,3,0.089559,1
41,4,0.079316,1
41,5,0.097802,1
41,6,0.000000,1
41,7,0.000000,1
41,1,0.000126,1
41,2,0.177311,1
41,3,0.089559,1
41,4,0.079316,1
41,5,0.097802,1
41,6,0.000000,1
41,7,0.000000,1
42,1,0.000126,1
42,2,0.177311,1
42,3,0.089559,1
42,4,0.079316,1
42,5,0.097802,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.000126,1
42,2,0.177311,1
42,3,0.089559,1
42,4,0.079316,1
42,5,0.097802,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.000126,1
42,2,0.177311,1
42,3,0.089559,1
42,4,0.079316,1
42,5,0.097802,1
42,6,0.000000,1
42,7,0.000000,1
42,1,0.000126,1
42,2,0.177311,1
42,3,0.089559,1
42,4,0.079316,1
42,5,0.097802,1
42,6,0.000000,1
42,7,0.000000,1
43,1,0.000126,1
43,2,0.177311,1
43,3,0.089559,1
43,4,0.079316,1
43,5,0.097802,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.000126,1
43,2,0.177311,1
43,3,0.089559,1
43,4,0.079316,1
43,5,0.097802,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.000126,1
43,2,0.177311,1
43,3,0.089559,1
43,4,0.079316,1
43,5,0.097802,1
43,6,0.000000,1
43,7,0.000000,1
43,1,0.000126,1
43,2,0.177311,1
43,3,0.089559,1
43,4,0.079316,1
43,5,0.097802,1
43,6,0.000000,1
43,7,0.000000,1
44,1,0.000126,1
44,2,0.177311,1
44,3,0.089559,1
44,4,0.079316,1
44,5,0.097802,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.000126,1
44,2,0.177311,1
44,3,0.089559,1
44,4,0.079316,1
44,5,0.097802,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.000126,1
44,2,0.177311,1
44,3,0.089559,1
44,4,0.079316,1
44,5,0.097802,1
44,6,0.000000,1
44,7,0.000000,1
44,1,0.000126,1
44,2,0.177311,1
44,3,0.089559,1
44,4,0.079316,1
44,5,0.097802,1
44,6,0.000000,1
44,7,0.000000,1
45,1,0.000126,1
45,2,0.177311,1
45,3,0.089559,1
45,4,0.079316,1
45,5,0.097802,1
45,6,0.000000,1
45,7,0.000000,1
45,1,0.000126,1
45,2,0.177311,1
45,3,0.089559,1
